arvo_id,project,harness,completed,patch_generated,run_status,vuln_id,vuln_function,vuln_file,total_cost_usd,total_llm_calls,failure_category,failure_reason_summary,failure_phase,failure_error,patch_failure_reason,last_validation_status,last_validation_message
37425,harfbuzz,hb-subset-fuzzer,yes,yes,completed,224,hb_set_copy,harfbuzz/src/hb-set.cc,0.0431627,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
37915,arrow,arrow-ipc-stream-fuzz,yes,yes,completed,275,Visit,arrow/cpp/src/arrow/array/util.cc,0.057176,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
38121,wolfmqtt,wolfmqtt-fuzzer,yes,yes,completed,114,MqttClient_HandlePacket,wolfmqtt/src/mqtt_client.c,0.06989185,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
38989,mruby,mruby_fuzzer,yes,yes,completed,115,scope_finish,mruby/mrbgems/mruby-compiler/core/codegen.c,0.051373699999999994,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
40307,serenity,FuzzPEM,yes,yes,completed,230,decode_pem,serenity/Userland/Libraries/LibCrypto/ASN1/PEM.cpp,0.028288050000000002,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
40556,php,php-fuzz-tracing-jit,yes,yes,completed,116,zend_shutdown_executor_values,php-src/Zend/zend_execute_API.c,0.05854625,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
40629,php,php-fuzz-tracing-jit,yes,yes,completed,117,zend_add_helper_SPEC,php-src/Zend/zend_vm_execute.h,0.053284,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
40902,arrow,parquet-arrow-fuzz,yes,yes,completed,290,GetInternal,arrow/cpp/src/parquet/encoding.cc,0.44903845000000003,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
41208,php,php-fuzz-tracing-jit,yes,yes,completed,118,ZEND_ASSIGN_DIM_SPEC_VAR_CV_OP_DATA_CONST_HANDLER,php-src/Zend/zend_vm_execute.h,0.07898905,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
41439,wolfmqtt,wolfmqtt-fuzzer,yes,no,completed,220,MqttDecode_Props,wolfmqtt/src/mqtt_packet.c,0.05313665,8,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
42859,php,php-fuzz-tracing-jit,yes,yes,completed,119,zend_shutdown_executor_values,php-src/Zend/zend_execute_API.c,0.0851865,10,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
42862,rdkit,mol_data_stream_to_mol_fuzzer,yes,no,completed,272,parse_data_sgroup,rdkit/Code/GraphMol/SmilesParse/CXSmilesOps.cpp,0.08079575,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
42894,php,php-fuzz-tracing-jit,yes,no,completed,248,zend_hash_reverse_apply,php-src/Zend/zend_hash.c,0.0471212,6,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
4300,open62541,fuzz_binary_decode,yes,yes,completed,121,ExtensionObject_decodeBinary,open62541/src/ua_types_encoding_binary.c,0.0579299,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
43925,ndpi,fuzz_process_packet,yes,no,completed,210,ndpi_search_kerberos,ndpi/src/lib/protocols/kerberos.c,0.03736635,6,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
44212,harfbuzz,hb-shape-fuzzer,yes,yes,completed,122,OT::Layout::GSUB_impl::SubstLookup::is_reverse,harfbuzz/src/OT/Layout/GSUB/SubstLookup.hh,0.11210675,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
4440,librawspeed,LJpegDecompressorFuzzer,yes,no,completed,123,LJpegDecompressor::decode,librawspeed/src/librawspeed/decompressors/LJpegDecompressor.cpp,0.050554,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
44405,ndpi,fuzz_process_packet,yes,no,completed,124,ndpi_strncasestr,ndpi/src/lib/ndpi_main.c,0.04399255,7,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
44766,gpac,fuzz_parse,yes,yes,completed,125,audio_sample_entry_box_read,gpac/src/isomedia/box_code_base.c,0.06814219999999999,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
44885,php,php-fuzz-execute,yes,yes,completed,126,fuzzer_request_shutdown,php-src/sapi/fuzzer/fuzzer-sapi.c,0.059542700000000004,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
4492,librawspeed,TiffParserFuzzer-GetDecoder-Decode,yes,no,completed,263,DngOpcodes::OffsetPerRowOrCol::apply,librawspeed/src/librawspeed/common/DngOpcodes.cpp,0.061864249999999996,7,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
45369,php,php-fuzz-execute,yes,yes,completed,128,spl_fixedarray_object_get_properties,php-src/ext/spl/spl_fixedarray.c,0.04128495,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
45429,php,php-fuzz-tracing-jit,yes,no,completed,129,zend_dfa_optimize_op_array,php-src/Zend/Optimizer/dfa_pass.c,0.129598,12,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
45880,opensc,fuzz_pkcs15init,yes,yes,completed,130,template_sanity_check,opensc/src/pkcs15init/profile.c,0.0933156,11,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
45934,imagemagick,encoder_miff_fuzzer,yes,no,completed,131,WriteMIFFImage,imagemagick/coders/miff.c,0.12542635,8,genuine_invalid_patch_hunk,agent produced malformed patch hunks,,,the agent did not produce a result,,
46081,imagemagick,encoder_miff_fuzzer,yes,no,completed,132,WriteMIFFImage,imagemagick/coders/miff.c,0.0936866,8,genuine_invalid_patch_hunk,agent produced malformed patch hunks,,,the agent did not produce a result,,
46194,ffmpeg,ffmpeg_AV_CODEC_ID_WMALOSSLESS_fuzzer,yes,no,completed,245,decode_tilehdr,ffmpeg/libavcodec/wmalosslessdec.c,0.06645765000000001,7,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
46323,libxml2,xml,yes,yes,completed,133,xmlXIncludeIncludeNode,libxml2/xinclude.c,0.07388955,10,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
46847,libredwg,llvmfuzz,yes,yes,completed,134,new_object,libredwg/src/in_dxf.c,0.12647704999999998,13,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
47259,libredwg,llvmfuzz,yes,yes,completed,225,dwg_json_DIMENSION_RADIUS,libredwg/src/dwg.spec,0.11695074999999999,17,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
4764,open62541,fuzz_binary_message,yes,no,completed,135,processMSG,open62541/src/server/ua_server_binary.c,0.08860494999999999,9,genuine_patch_failed_validation,patch was produced but PoV still crashes,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces
49068,php,php-fuzz-execute,yes,yes,completed,136,zim_ReflectionEnumBackedCase_getBackingValue,php-src/ext/reflection/php_reflection.c,0.0464184,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
49259,mruby,mruby_fuzzer,yes,yes,completed,137,mrb_vm_exec,mruby/src/vm.c,0.40989725,10,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
49433,lcms,cms_profile_fuzzer,yes,yes,completed,276,Type_MLU_Write,lcms/src/cmstypes.c,0.0606011,11,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
49441,lcms,cms_profile_fuzzer,yes,no,completed,139,Type_ProfileSequenceId_Write,lcms/src/cmstypes.c,0.0592648,9,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
49455,lcms,cms_transform_all_fuzzer,yes,yes,completed,140,OptimizeByResampling,lcms/src/cmsopt.c,0.059358949999999994,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
49475,lcms,cms_profile_fuzzer,yes,yes,completed,141,WriteCountAndString,lcms/src/cmstypes.c,0.0578508,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
49505,lcms,cms_profile_fuzzer,yes,yes,completed,142,Type_ViewingConditions_Write,lcms/src/cmstypes.c,0.05681409999999999,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
49525,wolfssl,cryptofuzz-sp-math,yes,yes,completed,233,sp_384_from_mp,wolfssl-sp-math/wolfcrypt/src/sp_x86_64.c,0.08860775,12,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
49797,assimp,assimp_fuzzer,yes,yes,completed,143,InternReadFile,assimp/code/AssetLib/OFF/OFFLoader.cpp,0.04812535,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
49835,ffmpeg,ffmpeg_dem_MOV_fuzzer,yes,no,completed,144,aax_filter,ffmpeg/libavformat/mov.c,0.1038667,13,genuine_patch_failed_build,patch was produced but validation build failed,,,the agent did not produce a result,build_failed,Patch validation failed during build
49901,ndpi,fuzz_process_packet,yes,yes,completed,145,dissect_softether_host_fqdn,ndpi/src/lib/protocols/softether.c,0.049472499999999996,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
50105,ndpi,fuzz_process_packet,yes,yes,completed,146,dissect_softether_host_fqdn,ndpi/src/lib/protocols/softether.c,0.0461188,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
50433,c-blosc2,compress_frame_fuzzer,yes,yes,completed,147,blosc2_schunk_append_buffer,c-blosc2/blosc/schunk.c,0.04964679999999999,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
50725,lcms,cms_transform_all_fuzzer,yes,yes,completed,211,OptimizeMatrixShaper,lcms/src/cmsopt.c,0.04972975,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
50832,lcms,cms_universal_transform_fuzzer,yes,yes,completed,148,PackChunkyBytes,lcms/src/cmspack.c,0.04086355,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
50833,lcms,cms_universal_transform_fuzzer,yes,no,completed,149,AllocEmptyTransform,lcms/src/cmsxform.c,0.062972,10,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
50840,lcms,cms_universal_transform_fuzzer,yes,yes,completed,260,LLVMFuzzerTestOneInput,cms_universal_transform_fuzzer.c,0.10006745,14,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
51169,php,php-fuzz-function-jit,yes,yes,completed,151,update_errors_warnings,php-src/ext/date/php_date.c,0.07908494999999999,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
51294,hunspell,affdicfuzzer,no,no,failed,,,,0,0,genuine_no_patch_agent_stopped,patching completed without any patch attempt,PHASE 5: TRIAGING POV WITH LLM,"Called `Result.unwrap()` on an `Err` value: UnknownCompletionError(reached max retries for completion attempt: e=BadRequestError(""Error code: 400 - {'error': {'message': 'Your input exceeds the context window of this model. Please adjust your input and try again.', 'type': 'invalid_request_error', 'param': 'input', 'code': 'context_length_exceeded'}}""), extra=None)",,,
51432,hunspell,affdicfuzzer,yes,yes,completed,152,parse_aliasf,hunspell/src/hunspell/hashmgr.cxx,0.06843584999999999,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
52432,gpac,fuzz_parse,yes,yes,completed,153,unkn_box_read,gpac/src/isomedia/box_code_base.c,0.047578999999999996,11,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
53173,mruby,mruby_fuzzer,yes,yes,completed,154,unpack_hex,mruby/mrbgems/mruby-pack/src/pack.c,0.0445613,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
53183,mruby,mruby_fuzzer,yes,yes,completed,155,mrb_str_format,mruby/mrbgems/mruby-sprintf/src/sprintf.c,0.0682262,10,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
53623,ffmpeg,ffmpeg_AV_CODEC_ID_VQC_fuzzer,yes,no,completed,243,decode_strip,ffmpeg/libavcodec/vqcdec.c,0.11894225,11,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
54162,libredwg,llvmfuzz,yes,yes,completed,156,decode_R13_R2000,libredwg/src/decode.c,0.07072555,10,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
54163,libredwg,llvmfuzz,yes,yes,completed,157,decode_R13_R2000,libredwg/src/decode.c,0.06517210000000001,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
54380,libredwg,llvmfuzz,yes,yes,completed,227,json_HEADER,libredwg/src/in_json.c,0.06265209999999999,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
54861,ffmpeg,ffmpeg_AV_CODEC_ID_SVQ3_fuzzer,yes,no,completed,158,get_buffer,ffmpeg/libavcodec/svq3.c,0.21803004999999998,28,genuine_patch_failed_build,patch was produced but validation build failed,,,the agent did not produce a result,build_failed,Patch validation failed during build
55026,ffmpeg,ffmpeg_AV_CODEC_ID_BINK_fuzzer,yes,no,completed,159,bink_decode_plane,ffmpeg/libavcodec/bink.c,0.1269527,16,genuine_patch_failed_build,patch was produced but validation build failed,,,the agent did not produce a result,build_failed,Patch validation failed during build
55579,libredwg,llvmfuzz,yes,yes,completed,287,decode_R13_R2000,libredwg/src/decode.c,0.1278375,14,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
56308,wolfssl,fuzzer-wolfssl-ocsp,yes,yes,completed,160,DecodeSingleResponse,wolfssl/wolfcrypt/src/asn.c,0.0576044,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
56476,libdwarf,fuzz_rng,yes,yes,completed,161,dwarf_get_rnglist_offset_index_value,libdwarf/src/lib/libdwarf/dwarf_rnglists.c,0.48800639999999995,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
56953,libredwg,llvmfuzz,yes,yes,completed,268,decode_R13_R2000,libredwg/src/decode.c,0.0611086,10,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
56991,mruby,mruby_proto_fuzzer,yes,yes,completed,162,mrb_objspace_each_objects,mruby/src/gc.c,0.1762222,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57001,assimp,assimp_fuzzer,yes,no,completed,163,SortByPTypeProcess::Execute,assimp/code/PostProcessing/SortByPTypeProcess.cpp,0.0394149,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
57080,libxml2,xinclude,yes,yes,completed,164,xmlSkipBlankChars,libxml2/parser.c,0.053757200000000005,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57084,libxml2,schema,yes,yes,completed,165,xmlParseContentInternal,libxml2/parser.c,0.061222700000000005,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57110,libxml2,schema,yes,yes,completed,166,xmlParseNCNameComplex,libxml2/parser.c,0.049489649999999996,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57284,libxml2,html,yes,yes,completed,167,htmlParseSystemLiteral,libxml2/HTMLparser.c,0.04649295,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57294,libxml2,schema,yes,yes,completed,217,xmlParseEntityDecl,libxml2/parser.c,0.0453089,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57304,libxml2,html,yes,yes,completed,198,htmlParsePI,libxml2/HTMLparser.c,0.04332055,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57316,wolfssl,fuzzer-wolfssl-client-randomize,yes,yes,completed,168,SendBuffered,wolfssl/src/internal.c,0.07238175,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57442,libdwarf,fuzz_rng,yes,yes,completed,169,dwarf_get_rnglist_offset_index_value,libdwarf/src/lib/libdwarf/dwarf_rnglists.c,0.04982494999999999,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57703,mruby,mruby_proto_fuzzer,yes,yes,completed,170,mrb_objspace_each_objects,mruby/src/gc.c,0.18118415,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
57766,libdwarf,fuzz_die_cu_print,yes,yes,completed,206,_dwarf_extract_string_offset_via_str_offsets,libdwarf/src/lib/libdwarf/dwarf_form.c,0.2306115,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
58061,wolfssl,cryptofuzz-normal-math,yes,yes,completed,259,GetASN_StoreData,wolfssl/wolfcrypt/src/asn.c,0.0724479,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
58133,hunspell,affdicfuzzer,yes,yes,completed,171,HashMgr::free_flag,hunspell/src/hunspell/hashmgr.cxx,0.062338149999999995,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
58553,hunspell,affdicfuzzer,yes,yes,completed,172,HashMgr::parse_aliasf,hunspell/src/hunspell/hashmgr.cxx,0.05909155000000001,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
58577,mruby,mruby_fuzzer,yes,yes,completed,173,gc_mark_children,mruby/src/gc.c,0.10665654999999999,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
58663,harfbuzz,hb-subset-fuzzer,yes,yes,completed,174,OT::Layout::GSUB_impl::SingleSubstFormat2_4<Types>::subset,harfbuzz/src/OT/Layout/GSUB/SingleSubstFormat2.hh,0.07679559999999999,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
58723,mruby,mruby_fuzzer,yes,yes,completed,175,class_subclasses,mruby/mrbgems/mruby-class-ext/src/class.c,0.10147409999999998,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
58946,wolfssl,fuzzer-wolfssl-client-randomize,yes,yes,completed,176,Dtls13RtxSendBuffered,wolfssl/src/dtls13.c,0.1052485,10,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
59072,php,php-fuzz-execute,yes,yes,completed,177,concat_function,php-src/Zend/zend_operators.c,0.06897415,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
59645,pcapplusplus,FuzzTarget,yes,yes,completed,178,parseExtensions,PcapPlusPlus/Packet++/src/IPv6Layer.cpp,0.0483035,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
59654,pcapplusplus,FuzzTarget,yes,no,completed,179,GreLayer::getGREVersion,PcapPlusPlus/Packet++/src/GreLayer.cpp,0.04418155,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
59706,libxslt,xslt,yes,yes,completed,261,xmlParseNCNameComplex,libxml2/parser.c,0.0522718,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
59710,pcapplusplus,FuzzTarget,yes,no,completed,181,IDnsResource::decodeName,PcapPlusPlus/Packet++/src/DnsResource.cpp,0.055867349999999996,6,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
59808,pcapplusplus,FuzzTarget,yes,no,completed,182,HeaderField::HeaderField,PcapPlusPlus/Packet++/src/TextBasedProtocol.cpp,0.0482118,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
59862,pcapplusplus,FuzzTarget,yes,no,completed,183,NflogTlv::getTotalSize,PcapPlusPlus/Packet++/header/NflogLayer.h,0.050491,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
60456,pcapplusplus,FuzzTarget,yes,no,completed,184,SSLHandshakeMessage::getMessageLength,PcapPlusPlus/Packet++/src/SSLHandshake.cpp,0.057209249999999996,6,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
60467,harfbuzz,hb-shape-fuzzer,yes,yes,completed,185,CmapSubtableTrimmed<UINT>::collect_unicodes,harfbuzz/src/hb-ot-cmap-table.hh,0.0610484,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
60473,pcapplusplus,FuzzTarget,yes,no,completed,186,DnsResource::getDataLength,PcapPlusPlus/Packet++/src/DnsResource.cpp,0.04659515,6,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
60506,libdwarf,fuzz_srcfiles,yes,no,completed,187,read_line_table_program,libdwarf/src/lib/libdwarf/dwarf_line_table_reader_common.h,0.3026527,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
61180,pcapplusplus,FuzzTarget,yes,yes,completed,188,SipRequestFirstLine::SipRequestFirstLine,PcapPlusPlus/Packet++/src/SipLayer.cpp,0.05722115,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
61233,pcapplusplus,FuzzTarget,yes,yes,completed,189,IPv4Layer::toString,PcapPlusPlus/Packet++/src/IPv4Layer.cpp,0.06400765,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
62209,rdkit,smiles_string_to_mol_fuzzer,yes,no,completed,190,makeBondHolder,rdkit/Code/GraphMol/new_canon.cpp,0.07300475,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
62615,imagemagick,encoder_label_fuzzer,yes,no,completed,191,ExecuteRPN,imagemagick/MagickCore/fx.c,0.046203499999999995,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
63715,php,php-fuzz-tracing-jit,yes,yes,completed,192,OnUpdateFiberStackSize,php-src/Zend/zend.c,0.07799539999999999,12,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
64111,pcapplusplus,FuzzTargetNg,yes,yes,completed,193,Packet::extendLayer,PcapPlusPlus/Packet++/src/Packet.cpp,0.0536557,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
6457,imagemagick,encoder_pcd_fuzzer,yes,no,completed,194,WritePCDTile,imagemagick/coders/pcd.c,0.1265614,11,genuine_invalid_patch_hunk,agent produced malformed patch hunks,,,the agent did not produce a result,,
64579,php,php-fuzz-function-jit,yes,yes,completed,195,i_free_compiled_variables,php-src/Zend/zend_execute.c,0.0585326,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
65012,libxml2,xml,yes,yes,completed,196,xmlParseNCNameComplex,libxml2/parser.c,0.0574028,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
65528,libjxl,icc_codec_fuzzer,yes,yes,completed,258,UnpredictICC,libjxl/lib/jxl/icc_codec.cc,0.0427441,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
66031,gpac,fuzz_probe_analyze,yes,yes,completed,257,gf_sdp_info_parse,gpac/src/ietf/sdp.c,0.0473277,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
9377,skia,api_mock_gpu_canvas,yes,no,completed,215,SkGlyphRunBuilder::textToGlyphIDs,skia/src/core/SkGlyphRun.cpp,0.1815065,30,genuine_patch_failed_validation,patch was produced but PoV still crashes,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces
9383,skia,api_mock_gpu_canvas,yes,yes,completed,222,SkCanvas::onDrawText,skia/src/core/SkCanvas.cpp,0.0879326,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
9385,skia,api_raster_n32_canvas,yes,yes,completed,216,SkCanvas::onDrawText,skia/src/core/SkCanvas.cpp,0.0677537,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
9386,skia,api_raster_n32_canvas,yes,yes,completed,209,SkTypeface_FreeType::onCountGlyphs,skia/src/ports/SkFontHost_FreeType.cpp,0.0599543,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
9387,skia,api_raster_n32_canvas,yes,yes,completed,219,SkGlyphRunBuilder::initialize,skia/src/core/SkGlyphRun.cpp,0.05407815,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
